Post Date,Description,Debit,Credit
10/17/2019,Deposit ACH INTUIT PYMT SOLN/TYPE: DEPOSIT ID: 9215986202 CO: INTUIT PYMT SOLN,,2837.77
10/16/2019,Check 1822 Tracer 722900000609794,450,
10/16/2019,Check 1826 Tracer 000000000000000,1345,
10/16/2019,Withdrawal ACH ON DECK CAPITAL/TYPE: 40072219 ID: 1812295089 CO: ON DECK CAPITAL,2448.08,
10/16/2019,Withdrawal ACH CITI CARD ONLINE/TYPE: PAYMENT ID: CITICTP CO: CITI CARD ONLINE,1816.17,
10/16/2019,Withdrawal ACH FARMERS INS EXCH/TYPE: INSPAYMENT ID: 2432215866 DATA: BILL PAYMENT CO: FARMERS INS EXCH,167.17,
10/15/2019,Withdrawal Cash,300,
10/15/2019,"Deposit Bulk/Checks 2,488.71 Check Count 2 Deposit Number 0000123",,2488.71
10/15/2019,Withdrawal ACH THE GUARDIAN/TYPE: INSUR PREM ID: 9555845001 CO: THE GUARDIAN,849.54,
10/15/2019,Withdrawal ACH DISCOVER/TYPE: E-PAYMENT ID: 2510020270 DATA: DC PYMNTS DCIINTNET CO: DISCOVER,315,
10/15/2019,Withdrawal ACH HUMANA COMPBENEF/TYPE: 7709988936 ID: 2591843760 CO: HUMANA COMPBENEF,125.71,
10/15/2019,Withdrawal ACH HUMANA COMPBENEF/TYPE: 7709988936 ID: 2591843760 CO: HUMANA COMPBENEF,49.99,
10/9/2019,Withdrawal ACH ON DECK CAPITAL/TYPE: 39909315 ID: 1812295089 CO: ON DECK CAPITAL,2448.08,
10/9/2019,Withdrawal ACH BCBS HEALTH HPS/TYPE: 8007928595 ID: 1361236610 CO: BCBS HEALTH HPS,1871.7,
10/8/2019,"Deposit Bulk/Checks 8,448.81 Check Count 2 Deposit Number 0000038",,8448.81
10/8/2019,Withdrawal ACH AMERICAN GEN LIF/TYPE: INS PAYMT ID: 1620306330 CO: AMERICAN GEN LIF,60.11,
10/7/2019,Check 1821 Tracer 722000000750348,770,
10/7/2019,Check 1818 Tracer 000000000000000,1300,
10/7/2019,Recurring Withdrawal Bill Payment - #928025100703/BP FARMERS INS BILLING 877-327-6392 CA Card 0001 Merchant Category Code: 5960,672.97,
10/7/2019,Withdrawal ACH FARMERS INS EXCH/TYPE: INSPAYMENT ID: 2432215866 DATA: BILL PAYMENT CO: FARMERS INS EXCH,688.65,
10/4/2019,Check 1820 Tracer 721700000451959,962,
10/4/2019,"Deposit Bulk/Checks 2,367.07 Check Count 5 Deposit Number 0000030",,2367.07
10/3/2019,Check 1817 Tracer 721600000335966,2000,
10/3/2019,Check 1816 Tracer 721600000336701,480,
10/3/2019,Check 1812 Tracer 721600000335791,1408,
10/3/2019,Withdrawal ACH INTUIT PYMT SOLN/TYPE: TRAN FEE ID: 9215986202 CO: INTUIT PYMT SOLN,50.79,
10/3/2019,Deposit ACH INTUIT PYMT SOLN/TYPE: DEPOSIT ID: 9215986202 CO: INTUIT PYMT SOLN,,1742.83
10/2/2019,Check 1815 Tracer 721500000444593,867,
10/2/2019,"Deposit Bulk/Checks 1,211.10 Check Count 2 Deposit Number 0000046",,1211.1
10/2/2019,Withdrawal ACH ON DECK CAPITAL/TYPE: 39725626 ID: 1812295089 CO: ON DECK CAPITAL,2448.08,
10/2/2019,Withdrawal ACH INTUIT PYMT SOLN/TYPE: TRAN FEE ID: 9215986202 CO: INTUIT PYMT SOLN,9.54,
10/2/2019,Deposit ACH INTUIT PYMT SOLN/TYPE: DEPOSIT ID: 9215986202 CO: INTUIT PYMT SOLN,,311.76
10/1/2019,Check 1808 Tracer 721400000412514,300,
10/1/2019,Check 1813 Tracer 000000000000000,5003,
10/1/2019,Withdrawal ACH NAVIENT/TYPE: NAVI DEBIT ID: 3520974271 DATA: LSC/F ------ CO: NAVIENT,204.9,
9/30/2019,Withdrawal LOW BALANCE FEE,6,
9/30/2019,Check 1810 Tracer 721300000571300,1170,
9/30/2019,Check 1814 Tracer 000000000000000,1815,
9/30/2019,Withdrawal ACH AMEX EPAYMENT/TYPE: ACH PMT ID: 0005000008 DATA: ER AM CO: AMEX EPAYMENT,5000,
9/30/2019,Withdrawal ACH INTUIT PYMT SOLN/TYPE: TRAN FEE ID: 9215986202 CO: INTUIT PYMT SOLN,46.4,
9/30/2019,Deposit ACH INTUIT PYMT SOLN/TYPE: DEPOSIT ID: 9215986202 CO: INTUIT PYMT SOLN,,1591.28
9/27/2019,"Deposit Bulk/Checks 20,504.45 Check Count 3 Deposit Number 0000033",,20504.45
9/27/2019,Withdrawal ACH ATMOS ENERGY RCR/TYPE: UTIL PYMT ID: 9000000091 CO: ATMOS ENERGY RCR,36.2,
9/27/2019,Withdrawal ACH INTUIT PYMT SOLN/TYPE: TRAN FEE ID: 9215986202 CO: INTUIT PYMT SOLN,6.5,
9/27/2019,Deposit ACH INTUIT PYMT SOLN/TYPE: DEPOSIT ID: 9215986202 CO: INTUIT PYMT SOLN,,649.5
9/25/2019,Check 1807 Tracer 720800000336410,500,
9/25/2019,Withdrawal Cash,1500,
9/25/2019,Withdrawal ACH ON DECK CAPITAL/TYPE: 39555064 ID: 1812295089 CO: ON DECK CAPITAL,2448.08,
9/24/2019,Withdrawal DEBIT CARD/CITY OF CEDAR PARK 512-4015000 TX Date 09/24/19 24755429267642672860835 Card 0001Merchant Category Code: 4900,211.7,
9/24/2019,Withdrawal ACH AMEX EPAYMENT/TYPE: ACH PMT ID: 0005000008 DATA: ER AM CO: AMEX EPAYMENT,1030.5,
9/24/2019,Withdrawal ACH DISCOVER/TYPE: PHONE PAY ID: 6510020270 DATA: DC PYMNTS DCICMSIVR CO: DISCOVER,55.92,
9/23/2019,Deposit Bulk/Checks 722.12 Check Count 1 Deposit Number 0000054,,722.12
9/23/2019,Withdrawal ACH INTUIT PYMT SOLN/TYPE: TRAN FEE ID: 9215986202 CO: INTUIT PYMT SOLN,118.81,
9/23/2019,Deposit ACH INTUIT PYMT SOLN/TYPE: DEPOSIT ID: 9215986202 CO: INTUIT PYMT SOLN,,3479.5
9/19/2019,Check 1806 Tracer 720200000360302,480,
9/19/2019,Check 1805 Tracer 720200000359425,897,
9/19/2019,Check 1804 Tracer 000000000000000,810,
9/19/2019,Withdrawal Transfer To Loan 00/Funds Transfer via Online,5000,
9/19/2019,Deposit ACH DISCOVER BANK/TYPE: PREARRANGE ID: F510020270 DATA: DC FINOUT DPLDSB CO: DISCOVER BANK,,10000.02
9/18/2019,Check 1803 Tracer 720100000396228,276,
9/18/2019,Check 1802 Tracer 720100000395870,1280,
9/18/2019,Deposit by Check,,1191
9/18/2019,Withdrawal Transfer To Loan 00,60,
9/18/2019,Withdrawal ACH ON DECK CAPITAL/TYPE: 39384773 ID: 1812295089 CO: ON DECK CAPITAL,2448.08,
9/18/2019,Withdrawal ACH INTUIT PYMT SOLN/TYPE: TRAN FEE ID: 9215986202 CO: INTUIT PYMT SOLN,10,
9/18/2019,Deposit ACH INTUIT PYMT SOLN/TYPE: DEPOSIT ID: 9215986202 CO: INTUIT PYMT SOLN,,2165
9/17/2019,Withdrawal ACH TOYOTA FINANCIAL/TYPE: RETAIL_PAY ID: 1953775816 CO: TOYOTA FINANCIAL,920,
9/16/2019,Withdrawal ACH WELLS FARGO BANK/TYPE: WFB ID: WFRETAIL01 DATA: 15:OTISRSF CO: WELLS FARGO BANK,972.3,
9/16/2019,Withdrawal ACH THE GUARDIAN/TYPE: INSUR PREM ID: 9555845001 CO: THE GUARDIAN,849.54,
9/16/2019,Withdrawal ACH FARMERS INS EXCH/TYPE: INSPAYMENT ID: 2432215866 DATA: BILL PAYMENT CO: FARMERS INS EXCH,167.17,
9/16/2019,Withdrawal ACH HUMANA COMPBENEF/TYPE: 7709988936 ID: 2591843760 CO: HUMANA COMPBENEF,125.71,
9/16/2019,Withdrawal ACH HUMANA COMPBENEF/TYPE: 7709988936 ID: 2591843760 CO: HUMANA COMPBENEF,49.99,
9/16/2019,Withdrawal ACH DISCOVER/TYPE: E-PAYMENT ID: 2510020270 DATA: DC PYMNTS DCIINTNET CO: DISCOVER,15,
9/16/2019,Withdrawal ACH INTUIT PYMT SOLN/TYPE: TRAN FEE ID: 9215986202 CO: INTUIT PYMT SOLN,6.53,
9/16/2019,Deposit ACH INTUIT PYMT SOLN/TYPE: DEPOSIT ID: 9215986202 CO: INTUIT PYMT SOLN,,216.5
9/13/2019,"Deposit Bulk/Checks 4,000.92 Check Count 1 Deposit Number 0000052",,4000.92
9/13/2019,Withdrawal ACH FARMERS INS EXCH/TYPE: RETRY PYMT ID: 2432215866 DATA: BILL PAYMENT CO: FARMERS INS EXCH,688.65,
9/13/2019,Uncollected Fee/Due since 09/11/19 - Courtesy Pay-Ck,34,
9/12/2019,"Deposit Bulk/Checks 1,352.14 Check Count 2 Deposit Number 0000060",,1352.14
9/11/2019,Check 1800 Tracer 719400000340119,850,
9/11/2019,Check 1799 Tracer 719400000339262,920,
9/11/2019,Withdrawal ACH ON DECK CAPITAL/TYPE: 39214036 ID: 1812295089 CO: ON DECK CAPITAL,2448.08,
9/11/2019,Withdrawal DEBIT CARD/BARRI #110000C HOUSTON TX Date 09/10/19 24493989254091681000030 Card 2369Merchant Category Code: 6051,2330,
9/10/2019,Check 1798 Tracer 719300000437424,920,
9/9/2019,Check 1801 Tracer 719200000633029,340,
9/9/2019,Check 1794 Tracer 000000000585767,3675,
9/9/2019,Withdrawal ACH INTUIT PYMT SOLN/TYPE: TRAN FEE ID: 9215986202 CO: INTUIT PYMT SOLN,159.37,
9/9/2019,Withdrawal ACH AMERICAN GEN LIF/TYPE: INS PAYMT ID: 1620306330 CO: AMERICAN GEN LIF,60.11,
9/9/2019,Deposit ACH INTUIT PYMT SOLN/TYPE: DEPOSIT ID: 9215986202 CO: INTUIT PYMT SOLN,,4680
9/9/2019,"Deposit Bulk/Checks 6,386.76 Check Count 1 Deposit Number 0000002",,6386.76
9/7/2019,Recurring Withdrawal Bill Payment - #925025100240/BP FARMERS INS BILLING 877-327-6392 CA Card 0001 Merchant Category Code: 5960,945.61,
9/7/2019,Uncollected Fee/Due since 09/05/19 - UNPAIDNSF,34,
9/7/2019,Uncollected Fee/Due since 09/04/19 - Courtesy Pay-Ck,34,
9/7/2019,Uncollected Fee/Due since 09/05/19 - Overdrawn ACH,34,
9/6/2019,"Withdrawal UNPAIDNSF 1794/In the amount $3,675.00.",34,
9/6/2019,"Deposit Bulk/Checks 2,081.00 Check Count 3 Deposit Number 0000032",,2081
9/4/2019,Check 1795 Tracer 718700000543314,1711,
9/4/2019,Check 1790 Tracer 718700000544040,1408,
9/4/2019,Check 1789 Tracer 718700000547192,1000,
9/4/2019,Deposit Transfer From Loan 00,,3634.54
9/4/2019,Withdrawal ACH ON DECK CAPITAL/TYPE: 39028107 ID: 1812295089 CO: ON DECK CAPITAL,2448.08,
9/4/2019,Deposit Transfer From Loan 00,,1645.79
9/4/2019,Withdrawal ACH INTUIT PYMT SOLN/TYPE: TRAN FEE ID: 9215986202 CO: INTUIT PYMT SOLN,9.54,
9/4/2019,Deposit ACH INTUIT PYMT SOLN/TYPE: DEPOSIT ID: 9215986202 CO: INTUIT PYMT SOLN,,311.76
9/3/2019,Check 1797 Tracer 000000000000000,1500,
9/3/2019,Check 1793 Tracer 000000000000000,4182,
9/3/2019,Withdrawal ACH AMEX EPAYMENT/TYPE: ACH PMT ID: 0005000008 DATA: ER AM CO: AMEX EPAYMENT,9724.44,
9/3/2019,Withdrawal ACH BCBS HEALTH HPS/TYPE: 8007928595 ID: 1361236610 CO: BCBS HEALTH HPS,1871.7,
9/3/2019,Withdrawal ACH NAVIENT/TYPE: NAVI DEBIT ID: 3520974271 DATA: LSC/F ------ CO: NAVIENT,204.9,
8/31/2019,Withdrawal LOW BALANCE FEE,6,
8/30/2019,"Deposit Bulk/Checks 16,389.59 Check Count 2 Deposit Number 0000063",,16389.59
8/30/2019,Withdrawal ACH INTUIT PYMT SOLN/TYPE: TRAN FEE ID: 9215986202 CO: INTUIT PYMT SOLN,6.53,
8/30/2019,Deposit ACH INTUIT PYMT SOLN/TYPE: DEPOSIT ID: 9215986202 CO: INTUIT PYMT SOLN,,216.5
8/29/2019,Deposit Bulk/Checks 900.00 Check Count 1 Deposit Number 0000023,,900
8/29/2019,Withdrawal ACH ATMOS ENERGY RCR/TYPE: UTIL PYMT ID: 9000000091 CO: ATMOS ENERGY RCR,20.52,
8/28/2019,Deposit Bulk/Checks 510.07 Check Count 1 Deposit Number 0000043,,510.07
8/28/2019,Withdrawal ACH ON DECK CAPITAL/TYPE: 38863428 ID: 1812295089 CO: ON DECK CAPITAL,2448.08,
8/28/2019,Deposit Transfer From Loan 00,,1971.38
8/24/2019,Withdrawal DEBIT CARD/CITY OF CEDAR PARK 512-4015000 TX Date 08/24/19 24755429236642363578728 Card 0001Merchant Category Code: 4900,166.3,
8/22/2019,Withdrawal ACH INTUIT PYMT SOLN/TYPE: TRAN FEE ID: 9215986202 CO: INTUIT PYMT SOLN,6.5,
8/22/2019,Deposit ACH INTUIT PYMT SOLN/TYPE: DEPOSIT ID: 9215986202 CO: INTUIT PYMT SOLN,,649.5
8/21/2019,Check 1788 Tracer 717300000352638,100,
8/21/2019,Deposit Transfer From Loan 00,,100
8/21/2019,Withdrawal ACH ON DECK CAPITAL/TYPE: 38692612 ID: 1812295089 CO: ON DECK CAPITAL,2448.08,
8/21/2019,Deposit Transfer From Loan 00,,2449.08
8/20/2019,Withdrawal ATM Fee/ATM INQ Wells Fargo Ban 920 N. LAKELINE BLVD CEDAR PARK TX Card 2369Merchant Category Code: 6011,1,
8/19/2019,Check 1784 Tracer 717100000592655,1408,
8/19/2019,Deposit Transfer From Loan 00,,199.21
8/19/2019,Check 1787 Tracer 000000000000000,479,
8/19/2019,Withdrawal ACH TOYOTA FINANCIAL/TYPE: RETAIL_PAY ID: 1953775816 CO: TOYOTA FINANCIAL,920,
8/17/2019,Check 1786 Tracer 000000000000000,1838,
8/16/2019,Check 1785 Tracer 716800000515570,1211,
8/16/2019,Withdrawal at ATM #922800002174/ATM UHCU CEDAR P-212113 1801 EAST WHITESTONE BL CEDAR PARK TX Card 2369Merchant Category Code: 6011,200,
8/16/2019,Withdrawal ACH AMEX EPAYMENT/TYPE: ACH PMT ID: 0005000008 DATA: ER AM CO: AMEX EPAYMENT,9413.54,
8/16/2019,Withdrawal ACH AMEX EPAYMENT/TYPE: ACH PMT ID: 0005000008 DATA: ER AM CO: AMEX EPAYMENT,1500,
8/16/2019,Withdrawal ACH INTUIT PYMT SOLN/TYPE: TRAN FEE ID: 9215986202 CO: INTUIT PYMT SOLN,10,
8/16/2019,Deposit ACH INTUIT PYMT SOLN/TYPE: DEPOSIT ID: 9215986202 CO: INTUIT PYMT SOLN,,2165
8/15/2019,Withdrawal ACH THE GUARDIAN/TYPE: INSUR PREM ID: 9555845001 CO: THE GUARDIAN,849.54,
8/15/2019,Withdrawal ACH HUMANA COMPBENEF/TYPE: 7709988936 ID: 2591843760 CO: HUMANA COMPBENEF,125.71,
8/15/2019,Withdrawal ACH HUMANA COMPBENEF/TYPE: 7709988936 ID: 2591843760 CO: HUMANA COMPBENEF,49.99,
8/14/2019,Withdrawal ACH ON DECK CAPITAL/TYPE: 38521705 ID: 1812295089 CO: ON DECK CAPITAL,2448.08,
8/14/2019,Withdrawal ACH FARMERS INS EXCH/TYPE: INSPAYMENT ID: 2432215866 DATA: BILL PAYMENT CO: FARMERS INS EXCH,167.17,
8/14/2019,Withdrawal ACH INTUIT PYMT SOLN/TYPE: TRAN FEE ID: 9215986202 CO: INTUIT PYMT SOLN,48.59,
8/14/2019,Deposit ACH INTUIT PYMT SOLN/TYPE: DEPOSIT ID: 9215986202 CO: INTUIT PYMT SOLN,,1667.05
8/13/2019,Check 1783 Tracer 716500000426486,500,
8/13/2019,"Deposit Bulk/Checks 1,092.23 Check Count 1 Deposit Number 0000033",,1092.23
8/13/2019,"Deposit Bulk/Checks 4,163.51 Check Count 5 Deposit Number 0000032",,4163.51
8/13/2019,Withdrawal ACH AMEX EPAYMENT/TYPE: ACH PMT ID: 0005000008 DATA: ER AM CO: AMEX EPAYMENT,4000,
8/13/2019,Withdrawal ACH CITI CARD ONLINE/TYPE: PAYMENT ID: CITICTP CO: CITI CARD ONLINE,1679.46,
8/12/2019,"Deposit Bulk/Checks 4,191.44 Check Count 1 Deposit Number 0000044",,4191.44
8/12/2019,Withdrawal ACH INTUIT PYMT SOLN/TYPE: TRAN FEE ID: 9215986202 CO: INTUIT PYMT SOLN,308.71,
8/12/2019,Deposit ACH INTUIT PYMT SOLN/TYPE: DEPOSIT ID: 9215986202 CO: INTUIT PYMT SOLN,,9050.23
8/10/2019,Check 1782 Tracer 000000000000000,1147.8,
8/9/2019,Withdrawal ACH AMEX EPAYMENT/TYPE: ACH PMT ID: 0005000008 DATA: ER AM CO: AMEX EPAYMENT,500,
8/9/2019,Withdrawal ACH INTUIT PYMT SOLN/TYPE: TRAN FEE ID: 9215986202 CO: INTUIT PYMT SOLN,10,
8/9/2019,Deposit ACH INTUIT PYMT SOLN/TYPE: DEPOSIT ID: 9215986202 CO: INTUIT PYMT SOLN,,1786.13
8/8/2019,"Deposit Bulk/Checks 2,925.62 Check Count 2 Deposit Number 0000032",,2925.62
8/7/2019,Recurring Withdrawal Bill Payment - #921922100196/BP FARMERS INS BILLING 877-327-6392 CA Card 0001 Merchant Category Code: 5960,394.13,
8/7/2019,Withdrawal ACH ON DECK CAPITAL/TYPE: 38350497 ID: 1812295089 CO: ON DECK CAPITAL,2448.08,
8/7/2019,Withdrawal ACH AMERICAN GEN LIF/TYPE: INS PAYMT ID: 1620306330 CO: AMERICAN GEN LIF,60.11,
8/6/2019,Check 1781 Tracer 715800000499879,253,
8/6/2019,Check 1779 Tracer 715800000498542,832,
8/6/2019,Check 1775 Tracer 715800000498261,2450,
8/6/2019,Check 1772 Tracer 715800000501657,1426,
8/6/2019,Withdrawal ACH AMEX EPAYMENT/TYPE: ACH PMT ID: 0005000008 DATA: ER AM CO: AMEX EPAYMENT,3000,
8/6/2019,Withdrawal ACH FARMERS INS EXCH/TYPE: INSPAYMENT ID: 2432215866 DATA: BILL PAYMENT CO: FARMERS INS EXCH,837.8,
8/6/2019,Withdrawal ACH AMEX EPAYMENT/TYPE: ACH PMT ID: 0005000008 DATA: ER AM CO: AMEX EPAYMENT,90.97,
8/6/2019,Withdrawal ACH INTUIT PYMT SOLN/TYPE: TRAN FEE ID: 9215986202 CO: INTUIT PYMT SOLN,4.65,
8/6/2019,Deposit ACH INTUIT PYMT SOLN/TYPE: DEPOSIT ID: 9215986202 CO: INTUIT PYMT SOLN,,151.55
8/5/2019,Check 1778 Tracer 715700000640009,900,
8/2/2019,Check 1780 Tracer 715400000571466,4526,
8/2/2019,Check 1777 Tracer 715400000571798,1536,
8/2/2019,Check 1771 Tracer 715400000573241,900,
8/2/2019,Check 1774 Tracer 000000000000000,1100,
8/2/2019,Check 1773 Tracer 000000000000000,3675,
8/2/2019,Withdrawal ACH AMEX EPAYMENT/TYPE: ACH PMT ID: 0005000008 DATA: ER AM CO: AMEX EPAYMENT,2000,
8/2/2019,Withdrawal ACH INTUIT PYMT SOLN/TYPE: TRAN FEE ID: 9215986202 CO: INTUIT PYMT SOLN,3.01,
8/2/2019,Deposit ACH INTUIT PYMT SOLN/TYPE: DEPOSIT ID: 9215986202 CO: INTUIT PYMT SOLN,,95.26
8/1/2019,Deposit by Check,,690.95
8/1/2019,Check 1776 Tracer 000000000000000,3603,
8/1/2019,"Deposit Bulk/Checks 2,837.77 Check Count 1 Deposit Number 0000025",,2837.77
8/1/2019,Withdrawal ACH Neiman Marcus/TYPE: Online Pmt ID: 9541719427 CO: Neiman Marcus,779.91,
8/1/2019,Withdrawal ACH NAVIENT/TYPE: NAVI DEBIT ID: 3520974271 DATA: LSC/F ------ CO: NAVIENT,204.9,
7/31/2019,Withdrawal ACH DISCOVER/TYPE: E-PAYMENT ID: 2510020270 DATA: DC PYMNTS DCIINTNET CO: DISCOVER,5012.4,
7/31/2019,Withdrawal ACH AMEX EPAYMENT/TYPE: ACH PMT ID: 0005000008 DATA: ER AM CO: AMEX EPAYMENT,3000,
7/31/2019,Withdrawal ACH ON DECK CAPITAL/TYPE: 38164487 ID: 1812295089 CO: ON DECK CAPITAL,2448.08,
7/31/2019,Withdrawal ACH BCBS HEALTH HPS/TYPE: 8007928595 ID: 1361236610 CO: BCBS HEALTH HPS,1871.7,
7/31/2019,Withdrawal ACH Neiman Marcus/TYPE: Online Pmt ID: 9541719427 CO: Neiman Marcus,1134.14,
7/30/2019,Withdrawal ACH INTUIT PYMT SOLN/TYPE: TRAN FEE ID: 9215986202 CO: INTUIT PYMT SOLN,6.53,
7/30/2019,Deposit ACH INTUIT PYMT SOLN/TYPE: DEPOSIT ID: 9215986202 CO: INTUIT PYMT SOLN,,216.5
7/29/2019,Check 1770 Tracer 715000000574695,2000,
7/29/2019,Withdrawal ACH DISCOVER/TYPE: E-PAYMENT ID: 2510020270 DATA: DC PYMNTS DCIINTNET CO: DISCOVER,12568.39,
7/29/2019,Withdrawal ACH INTUIT PYMT SOLN/TYPE: TRAN FEE ID: 9215986202 CO: INTUIT PYMT SOLN,48.66,
7/29/2019,Withdrawal ACH ATMOS ENERGY RCR/TYPE: UTIL PYMT ID: 9000000091 CO: ATMOS ENERGY RCR,39.02,
7/29/2019,Deposit ACH INTUIT PYMT SOLN/TYPE: DEPOSIT ID: 9215986202 CO: INTUIT PYMT SOLN,,1416.66
7/27/2019,"Deposit Bulk/Checks 3,559.71 Check Count 3 Deposit Number 0000031",,3559.71
7/25/2019,Check 1765 Tracer 714600000335373,528,
7/25/2019,Deposit by Check,,17121.88
7/25/2019,Check 1769 Tracer 000000000000000,1000,
7/25/2019,Withdrawal ACH INTUIT FINANCIN/TYPE: PAYMENT ID: 1832266158 CO: INTUIT FINANCIN,50438.3,
7/25/2019,Withdrawal DEBIT CARD/GTL*INMATE PHONE SVC 877-650-4249 VA Date 07/24/19 24692169205100870835607 Card 0001Merchant Category Code: 4814,60,
7/24/2019,Withdrawal Cash,150,
7/24/2019,Deposit Bulk/Checks 338.74 Check Count 1 Deposit Number 0000014,,338.74
7/24/2019,Withdrawal Transfer To Loan 00/Funds Transfer via Online,18.96,
7/24/2019,Withdrawal Transfer To Loan 00/loan payment,9693.53,
7/24/2019,Withdrawal DEBIT CARD/CITY OF CEDAR PARK 512-4015000 TX Date 07/24/19 24755429205642053137469 Card 0001Merchant Category Code: 4900,190.1,
7/24/2019,Withdrawal ACH AMEX EPAYMENT/TYPE: ACH PMT ID: 0005000008 DATA: ER AM CO: AMEX EPAYMENT,9166.62,
7/24/2019,Withdrawal ACH CITI CARD ONLINE/TYPE: PAYMENT ID: CITICTP CO: CITI CARD ONLINE,214.53,
7/23/2019,Check 1767 Tracer 714400000575411,1500,
7/23/2019,Withdrawal Fee/Incoming Wire Fee,4,
7/23/2019,Deposit/Incoming Wire ON DECK CAPITAL,,92625
7/23/2019,"Deposit Bulk/Checks 1,063.64 Check Count 1 Deposit Number 0000063",,1063.64
7/23/2019,Withdrawal ACH WEBFILE TAX PYMT/TYPE: DD ID: 2146000311 DATA: CPA TAX PAYMENTS CO: WEBFILE TAX PYMT,2873.06,
7/22/2019,Withdrawal ACH AMEX EPAYMENT/TYPE: ACH PMT ID: 0005000008 DATA: ER AM CO: AMEX EPAYMENT,1000,
7/22/2019,Withdrawal ACH INTUIT PYMT SOLN/TYPE: TRAN FEE ID: 9215986202 CO: INTUIT PYMT SOLN,33,
7/22/2019,Deposit ACH INTUIT PYMT SOLN/TYPE: DEPOSIT ID: 9215986202 CO: INTUIT PYMT SOLN,,5629
7/20/2019,"Deposit Bulk/Checks 6,622.47 Check Count 2 Deposit Number 0000044",,6622.47
7/19/2019,Withdrawal ACH AMEX EPAYMENT/TYPE: ACH PMT ID: 0005000008 DATA: ER AM CO: AMEX EPAYMENT,1000,
7/19/2019,Withdrawal ACH INTUIT PYMT SOLN/TYPE: TRAN FEE ID: 9215986202 CO: INTUIT PYMT SOLN,53.8,
7/19/2019,Deposit ACH INTUIT PYMT SOLN/TYPE: DEPOSIT ID: 9215986202 CO: INTUIT PYMT SOLN,,1838.09
7/18/2019,Check 1764 Tracer 713900000323016,795,
7/18/2019,Check 1763 Tracer 000000000000000,720,
7/18/2019,Withdrawal Transfer To Loan 00,200,
7/17/2019,Check 1766 Tracer 713800000377726,1408,
7/17/2019,Withdrawal ACH DISCOVER/TYPE: E-PAYMENT ID: 2510020270 DATA: DC PYMNTS DCIINTNET CO: DISCOVER,13946.85,
7/17/2019,Withdrawal ACH CITI CARD ONLINE/TYPE: PAYMENT ID: CITICTP CO: CITI CARD ONLINE,12391.3,
7/17/2019,Withdrawal ACH TOYOTA FINANCIAL/TYPE: RETAIL_PAY ID: 1953775816 CO: TOYOTA FINANCIAL,920,
7/17/2019,Withdrawal ACH DISCOVER/TYPE: E-PAYMENT ID: 2510020270 DATA: DC PYMNTS DCIINTNET CO: DISCOVER,200,
7/16/2019,"Deposit Bulk/Checks 7,352.33 Check Count 4 Deposit Number 0000018",,7352.33
7/16/2019,Withdrawal at ATM #919600000982/ATM UHCU CEDAR P-212113 1801 EAST WHITESTONE BL CEDAR PARK TX Card 2369Merchant Category Code: 6011,100,
7/15/2019,Withdrawal ACH THE GUARDIAN/TYPE: INSUR PREM ID: 9555845001 CO: THE GUARDIAN,849.54,
7/15/2019,Withdrawal ACH Athleta Visa/TYPE: ATHLETAPAY ID: 9130142001 CO: Athleta Visa,771.88,
7/15/2019,Withdrawal ACH HUMANA COMPBENEF/TYPE: 7709988936 ID: 2591843760 CO: HUMANA COMPBENEF,125.71,
7/15/2019,Withdrawal ACH HUMANA COMPBENEF/TYPE: 7709988936 ID: 2591843760 CO: HUMANA COMPBENEF,49.99,
7/13/2019,Recurring Withdrawal Bill Payment - #919422100921/BP FARMERS INS COMMERCIAL 855-323-5350 Card 0001 Merchant Category Code: 5960,173.17,
7/12/2019,"Deposit Bulk/Checks 6,330.46 Check Count 1 Deposit Number 0000108",,6330.46
7/12/2019,Withdrawal ACH AMEX EPAYMENT/TYPE: ACH PMT ID: 0005000008 DATA: ER AM CO: AMEX EPAYMENT,3936.14,
7/12/2019,Withdrawal ACH WELLS FARGO BANK/TYPE: WFB ID: WFRETAIL01 DATA: 15:OTISRSF CO: WELLS FARGO BANK,972.3,
7/12/2019,Withdrawal ACH FARMERS INS EXCH/TYPE: INSPAYMENT ID: 2432215866 DATA: BILL PAYMENT CO: FARMERS INS EXCH,604.96,
7/12/2019,Withdrawal ACH AMEX EPAYMENT/TYPE: ACH PMT ID: 0005000008 DATA: ER AM CO: AMEX EPAYMENT,429.72,
7/12/2019,Withdrawal ACH FARMERS INS EXCH/TYPE: INSPAYMENT ID: 2432215866 DATA: BILL PAYMENT CO: FARMERS INS EXCH,30,
7/11/2019,"Deposit Bulk/Checks 1,334.00 Check Count 3 Deposit Number 0000018",,1334
7/10/2019,Check 1755 Tracer 713100000400817,920,
7/10/2019,Withdrawal ACH AMEX EPAYMENT/TYPE: ACH PMT ID: 0005000008 DATA: ER AM CO: AMEX EPAYMENT,3083.01,
7/9/2019,Check 1754 Tracer 713000000423890,920,
7/9/2019,Withdrawal ACH AMERICAN GEN LIF/TYPE: INS PAYMT ID: 1620306330 CO: AMERICAN GEN LIF,60.11,
7/9/2019,Withdrawal at ATM #919000009660/ATM UHCU- WESTLA-179968 2009 CAPITAL OF TEXAS H AUSTIN TX Card 2369Merchant Category Code: 6011,120,
7/8/2019,Check 7001748 Tracer 712900000916631,900,
7/8/2019,Check 1758 Tracer 712900000918315,1330,
